instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
sphinx-doc__sphinx-8593,407,20,5401,4908,5401,493,0,1722,55065
sphinx-doc__sphinx-8595,408,64,21187,19396,21187,1791,0,9723,597955
sphinx-doc__sphinx-8621,409,64,44975,43103,44975,1872,0,24804,1744687
sphinx-doc__sphinx-8638,410,64,48296,46227,48296,2069,0,13167,1684968
sphinx-doc__sphinx-8721,411,46,41297,39734,41297,1563,0,16737,867345
sphinx-doc__sphinx-9229,412,37,18427,17274,18427,1153,0,19157,398651
sphinx-doc__sphinx-9230,413,64,21496,19542,21496,1954,0,10083,657464
sphinx-doc__sphinx-9258,414,64,40030,38025,40030,2005,0,12284,1008222
sphinx-doc__sphinx-9281,415,28,10852,9914,10852,938,0,3816,156132
sphinx-doc__sphinx-9320,416,33,21941,20780,21941,1161,0,11919,287413
sphinx-doc__sphinx-9367,417,21,12216,11432,12216,784,0,2103,118712
sphinx-doc__sphinx-9461,418,64,22104,20030,22104,2074,0,10103,654744
sphinx-doc__sphinx-9591,419,64,21594,19561,21594,2033,0,8283,743450
sphinx-doc__sphinx-9602,420,28,9892,9166,9892,726,0,15246,162916
sphinx-doc__sphinx-9658,421,64,25455,23700,25455,1755,0,20478,753135
sphinx-doc__sphinx-9673,422,64,32548,30722,32548,1826,0,24067,887588
sphinx-doc__sphinx-9698,423,36,15521,14446,15521,1075,0,9470,260833
sphinx-doc__sphinx-9711,424,31,15076,14167,15076,909,0,4633,199588
sympy__sympy-11618,425,53,21045,19636,21045,1409,0,12472,510965
sympy__sympy-12096,426,30,8230,7229,8230,1001,0,8448,120998
sympy__sympy-12419,427,64,34401,32611,34401,1790,0,20450,1113121
sympy__sympy-12481,428,37,16565,15573,16565,992,0,11637,387445
sympy__sympy-12489,429,64,33959,31832,33959,2127,0,18058,1205607
sympy__sympy-13031,430,46,15056,13431,15056,1625,0,13496,331920
sympy__sympy-13091,431,64,26770,24610,26770,2160,0,13260,813010
sympy__sympy-13372,432,15,5010,4454,5010,556,0,2136,37074
sympy__sympy-13480,433,53,19548,17939,19548,1609,0,19924,467356
sympy__sympy-13551,434,48,20998,19631,20998,1367,0,36325,544710
sympy__sympy-13615,435,10,4205,3859,4205,346,0,2862,19309
sympy__sympy-13647,436,28,13230,12244,13230,986,0,23257,164526
sympy__sympy-13757,437,41,21567,20138,21567,1429,0,23736,469055
sympy__sympy-13798,438,19,6735,6232,6735,503,0,3558,63823
sympy__sympy-13852,439,64,23455,21472,23455,1983,0,11872,799199
sympy__sympy-13877,440,18,11892,11350,11892,542,0,13550,88244
sympy__sympy-13878,441,57,24782,23065,24782,1717,0,13781,655950
sympy__sympy-13974,442,55,25965,24466,25965,1499,0,40317,751917
sympy__sympy-14248,443,48,15382,13889,15382,1493,0,11048,382934
sympy__sympy-14531,444,62,24117,22159,24117,1958,0,14320,697077
sympy__sympy-14711,445,47,24972,23553,24972,1419,0,24951,486092
sympy__sympy-14976,446,41,24403,23397,24403,1006,0,7839,600019
sympy__sympy-15017,447,64,12491,10414,12491,2077,0,5438,385035
sympy__sympy-15345,448,64,16455,14641,16455,1814,0,17337,448711
sympy__sympy-15349,449,23,15658,14948,15658,710,0,12038,159850
sympy__sympy-15599,450,60,31438,29575,31438,1863,0,20999,949774
sympy__sympy-15809,451,59,34213,32530,34213,1683,0,23481,908069
sympy__sympy-15875,452,64,14213,12316,14213,1897,0,20407,388293
sympy__sympy-15976,453,13,4332,3956,4332,376,0,12718,29804
sympy__sympy-16450,454,26,8605,7686,8605,919,0,3322,117597
sympy__sympy-16597,455,64,26853,25231,26853,1622,0,21340,718053
sympy__sympy-16766,456,50,21066,19532,21066,1534,0,5839,606154
sympy__sympy-16792,457,45,27961,26544,27961,1417,0,15124,831993
sympy__sympy-16886,458,13,6168,5842,6168,326,0,1147,47704
sympy__sympy-17139,459,34,17272,16209,17272,1063,0,5987,255864
sympy__sympy-17318,460,64,20596,18578,20596,2018,0,20537,621620
sympy__sympy-17630,461,64,25550,23704,25550,1846,0,18436,834510
sympy__sympy-17655,462,64,16781,14626,16781,2155,0,20471,570189
sympy__sympy-18189,463,64,30230,28332,30230,1898,0,25026,939734
sympy__sympy-18199,464,34,11455,10595,11455,860,0,13635,208511
sympy__sympy-18211,465,32,8577,7646,8577,931,0,4740,124353
sympy__sympy-18698,466,19,6842,6243,6842,599,0,16634,69946
sympy__sympy-18763,467,64,22724,20761,22724,1963,0,15676,598084
sympy__sympy-19040,468,64,28915,26924,28915,1991,0,20061,811379
sympy__sympy-19346,469,64,18800,16875,18800,1925,0,21950,564464
sympy__sympy-19495,470,3,3428,3346,3428,82,0,8668,5092
sympy__sympy-19637,471,62,21906,19672,21906,2234,0,14756,668626
sympy__sympy-19783,472,64,23987,22064,23987,1923,0,14095,794163
sympy__sympy-19954,473,15,8396,7960,8396,436,0,16571,50380
sympy__sympy-20154,474,46,21643,20242,21643,1401,0,10775,381195
sympy__sympy-20428,475,55,23624,21921,23624,1703,0,20489,632200
sympy__sympy-20438,476,64,18538,16526,18538,2012,0,27320,634986
sympy__sympy-20590,477,64,20758,18689,20758,2069,0,16712,758358
sympy__sympy-20801,478,64,18154,16069,18154,2085,0,29052,505258
sympy__sympy-20916,479,64,18175,15881,18175,2294,0,15621,493439
sympy__sympy-21379,480,56,22457,20374,22457,2083,0,29916,597689
sympy__sympy-21596,481,64,21553,19728,21553,1825,0,30316,739953
sympy__sympy-21612,482,36,24784,23777,24784,1007,0,18100,474384
sympy__sympy-21847,483,22,15921,15328,15921,593,0,8020,202417
sympy__sympy-21930,484,40,10386,8983,10386,1403,0,12583,195602
sympy__sympy-22080,485,61,23289,21497,23289,1792,0,21840,785657
sympy__sympy-22456,486,64,19462,17427,19462,2035,0,16846,632262
sympy__sympy-22714,487,41,28117,26871,28117,1246,0,12638,526229
sympy__sympy-22914,488,47,18533,17239,18533,1294,0,6475,409829
sympy__sympy-23262,489,30,18780,17992,18780,788,0,14221,370652
sympy__sympy-23413,490,19,11217,10581,11217,636,0,19792,104913
sympy__sympy-23534,491,39,9824,8615,9824,1209,0,5575,178656
sympy__sympy-23824,492,24,10746,9894,10746,852,0,9298,147450
sympy__sympy-23950,493,64,14969,12856,14969,2113,0,19436,483833
sympy__sympy-24066,494,21,7368,6631,7368,737,0,16042,92040
sympy__sympy-24213,495,50,18486,17107,18486,1379,0,13198,446198
sympy__sympy-24443,496,25,9607,8852,9607,755,0,12845,111623
sympy__sympy-24539,497,40,11328,10196,11328,1132,0,9234,210112
sympy__sympy-24562,498,22,6905,6205,6905,700,0,16067,84665
sympy__sympy-24661,499,64,24925,22844,24925,2081,0,15951,664669
