instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
sphinx-doc__sphinx-8593,407,20,5401,4908,5401,493,0,1722,55065
sphinx-doc__sphinx-8595,408,64,24493,22280,24493,2213,0,8573,649389
sphinx-doc__sphinx-8621,409,16,19475,18980,19475,495,0,17988,146323
sphinx-doc__sphinx-8638,410,34,17980,17113,17980,867,0,3314,355196
sphinx-doc__sphinx-8721,411,64,34795,32667,34795,2128,0,11004,1334507
sphinx-doc__sphinx-9229,412,37,18427,17274,18427,1153,0,19157,398651
sphinx-doc__sphinx-9230,413,26,6771,6031,6771,740,0,2274,97203
sphinx-doc__sphinx-9258,414,64,46421,44618,46421,1803,0,14908,1405909
sphinx-doc__sphinx-9281,415,26,12982,12242,12982,740,0,2992,149238
sphinx-doc__sphinx-9320,416,24,12455,11690,12455,765,0,10667,136999
sphinx-doc__sphinx-9367,417,40,18011,16670,18011,1341,0,4622,373595
sphinx-doc__sphinx-9461,418,51,19978,18502,19978,1476,0,10130,597066
sphinx-doc__sphinx-9591,419,64,22916,21269,22916,1647,0,9661,790916
sphinx-doc__sphinx-9602,420,28,9892,9166,9892,726,0,15246,162916
sphinx-doc__sphinx-9658,421,64,23512,21527,23512,1985,0,18487,672024
sphinx-doc__sphinx-9673,422,64,31132,29346,31132,1786,0,24134,879900
sphinx-doc__sphinx-9698,423,64,25323,23469,25323,1854,0,13458,787307
sphinx-doc__sphinx-9711,424,34,16468,15539,16468,929,0,4939,243156
sympy__sympy-11618,425,53,21045,19636,21045,1409,0,12472,510965
sympy__sympy-12096,426,30,8230,7229,8230,1001,0,8448,120998
sympy__sympy-12419,427,64,35398,33421,35398,1977,0,20599,1095110
sympy__sympy-12481,428,37,16565,15573,16565,992,0,11637,387445
sympy__sympy-12489,429,64,36362,34306,36362,2056,0,21485,1308298
sympy__sympy-13031,430,46,15056,13431,15056,1625,0,13496,331920
sympy__sympy-13091,431,64,21839,19903,21839,1936,0,15973,694735
sympy__sympy-13372,432,15,5010,4454,5010,556,0,2136,37074
sympy__sympy-13480,433,53,19548,17939,19548,1609,0,19924,467356
sympy__sympy-13551,434,54,23065,21553,23065,1512,0,42546,667865
sympy__sympy-13615,435,10,4205,3859,4205,346,0,2862,19309
sympy__sympy-13647,436,28,13230,12244,13230,986,0,23257,164526
sympy__sympy-13757,437,41,21567,20138,21567,1429,0,23736,469055
sympy__sympy-13798,438,19,6735,6232,6735,503,0,3558,63823
sympy__sympy-13852,439,64,23455,21472,23455,1983,0,11872,799199
sympy__sympy-13877,440,18,11892,11350,11892,542,0,13550,88244
sympy__sympy-13878,441,57,24782,23065,24782,1717,0,13781,655950
sympy__sympy-13974,442,63,28905,27169,28905,1736,0,45864,955241
sympy__sympy-14248,443,48,15382,13889,15382,1493,0,11048,382934
sympy__sympy-14531,444,62,24117,22159,24117,1958,0,14320,697077
sympy__sympy-14711,445,47,24972,23553,24972,1419,0,24951,486092
sympy__sympy-14976,446,41,24403,23397,24403,1006,0,7839,600019
sympy__sympy-15017,447,64,12491,10414,12491,2077,0,5438,385035
sympy__sympy-15345,448,64,16455,14641,16455,1814,0,17337,448711
sympy__sympy-15349,449,23,15658,14948,15658,710,0,12038,159850
sympy__sympy-15599,450,56,30147,28372,30147,1775,0,20071,832899
sympy__sympy-15809,451,41,18545,17385,18545,1160,0,9029,352497
sympy__sympy-15875,452,64,14213,12316,14213,1897,0,20407,388293
sympy__sympy-15976,453,13,4332,3956,4332,376,0,12718,29804
sympy__sympy-16450,454,26,8605,7686,8605,919,0,3322,117597
sympy__sympy-16597,455,64,26853,25231,26853,1622,0,21340,718053
sympy__sympy-16766,456,50,21066,19532,21066,1534,0,5839,606154
sympy__sympy-16792,457,64,32804,30813,32804,1991,0,19277,1326244
sympy__sympy-16886,458,13,6168,5842,6168,326,0,1147,47704
sympy__sympy-17139,459,34,17272,16209,17272,1063,0,5987,255864
sympy__sympy-17318,460,64,20596,18578,20596,2018,0,20537,621620
sympy__sympy-17630,461,64,25550,23704,25550,1846,0,18436,834510
sympy__sympy-17655,462,64,16781,14626,16781,2155,0,20471,570189
sympy__sympy-18189,463,64,26602,24662,26602,1940,0,20398,854954
sympy__sympy-18199,464,34,11455,10595,11455,860,0,13635,208511
sympy__sympy-18211,465,32,8577,7646,8577,931,0,4740,124353
sympy__sympy-18698,466,19,6842,6243,6842,599,0,16634,69946
sympy__sympy-18763,467,64,21895,19864,21895,2031,0,15089,596423
sympy__sympy-19040,468,64,28915,26924,28915,1991,0,20061,811379
sympy__sympy-19346,469,64,18343,16217,18343,2126,0,18692,564071
sympy__sympy-19495,470,3,3428,3346,3428,82,0,8668,5092
sympy__sympy-19637,471,62,21906,19672,21906,2234,0,14756,668626
sympy__sympy-19783,472,64,25389,23647,25389,1742,0,15443,830253
sympy__sympy-19954,473,15,8396,7960,8396,436,0,16571,50380
sympy__sympy-20154,474,46,21643,20242,21643,1401,0,10766,381195
sympy__sympy-20428,475,55,23624,21921,23624,1703,0,20489,632200
sympy__sympy-20438,476,64,18564,16530,18564,2034,0,27465,635076
sympy__sympy-20590,477,64,20758,18689,20758,2069,0,16712,758358
sympy__sympy-20801,478,64,17590,15464,17590,2126,0,26294,497654
sympy__sympy-20916,479,64,14412,12356,14412,2056,0,7205,495564
sympy__sympy-21379,480,64,25004,23144,25004,1860,0,24379,721580
sympy__sympy-21596,481,64,21004,19203,21004,1801,0,29708,738892
sympy__sympy-21612,482,22,16129,15555,16129,574,0,17728,232769
sympy__sympy-21847,483,25,17973,17207,17973,766,0,8088,250101
sympy__sympy-21930,484,40,10386,8983,10386,1403,0,12583,195602
sympy__sympy-22080,485,64,22317,20505,22317,1812,0,12416,836973
sympy__sympy-22456,486,64,19462,17427,19462,2035,0,16846,632262
sympy__sympy-22714,487,24,19360,18690,19360,670,0,8062,145184
sympy__sympy-22914,488,58,21813,20284,21813,1529,0,7394,617141
sympy__sympy-23262,489,30,18780,17992,18780,788,0,14221,370652
sympy__sympy-23413,490,29,18004,17097,18004,907,0,27440,267348
sympy__sympy-23534,491,41,11655,10483,11655,1172,0,7222,206215
sympy__sympy-23824,492,24,10746,9894,10746,852,0,9298,147450
sympy__sympy-23950,493,64,14969,12856,14969,2113,0,19436,483833
sympy__sympy-24066,494,21,7368,6631,7368,737,0,16042,92040
sympy__sympy-24213,495,50,18486,17107,18486,1379,0,13198,446198
sympy__sympy-24443,496,25,9607,8852,9607,755,0,12845,111623
sympy__sympy-24539,497,21,7055,6552,7055,503,0,13379,64655
sympy__sympy-24562,498,22,6905,6205,6905,700,0,16067,84665
sympy__sympy-24661,499,64,20234,18031,20234,2203,0,15472,593226
